data,label
C:\Users\piotr\Python\rehabnet\dataset\741b2c95.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\70550f12.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4ff54100.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4dd81351.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\9850cf45.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\02b91196.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\47dbba0c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ecbc45a1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\33fa5b75.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\66e8ac8e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7136c87d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3fd0683d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4fed04d3.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\df907c3d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a9c7073b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9ed21f44.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\3b1011fa.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5e79c61e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4dba9ad6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0284c468.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a3cc3a6c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\9f9e5ad9.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4cfec1fd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d68d7ffc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8e2c6dae.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8ca4ab0a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\db0f1b70.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\6bfaea0f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\bd1df1a1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5018abea.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\af23a751.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8968ddb2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4cf55be2.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cf64649a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\99d6fea6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\84823a61.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\6bd424eb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\081a707d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\005bba64.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\72370e4f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\49e12a6d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\40482cfd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\94a01460.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d65abb18.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6f2ac205.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\bb4d998b.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8d133de6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d20bcd52.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\86ef0fbd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cc814049.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f1b3dfe9.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\1dea9eba.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\df9cf639.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\1370c5e7.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0e5b20dc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3067dfb2.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\6c4ca408.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\29e32e96.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\098b6cf6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\92176f5a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\521c6469.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c017cce2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\acdcb567.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6f6b8047.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f0461748.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a522ee14.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8d092f2c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bf5b1937.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e973a2b2.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8db239bf.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4f45ad97.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\dd7a0a27.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ad398003.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2553d7b8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cdc61d92.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2215b28c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ca2fd0b4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8d360f77.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\47b8af35.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1c54815b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\46a0b797.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ccbe3b29.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7180cc52.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2d10cdc3.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\546bf906.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\10bb11a2.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\9c297d68.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cde8c49c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c61a9ca5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\187dec58.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5da1cb43.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b94f6797.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6a6e8403.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\891a9862.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0fa60566.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\debaca6f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b2ceeb22.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3c6e3006.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5c163e3c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f71ea377.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b178f7aa.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\1eb543c5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\543f4a54.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\30e1c725.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\fe30a8cc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\11dfe8c7.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\576d0f92.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6b659f1f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c530a792.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\17abd584.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b9692811.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\28d732fa.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\24e1dacc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\152254fa.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\76f6e016.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\21e99912.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4e21e440.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\33bc3e7b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e82914dd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7a86aff6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b7c28d6c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5359b632.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d78c0b18.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\88a9950d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\be6a50c0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f7fdf171.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5223c602.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\65bf732c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\38b1bd57.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d7c58514.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bd3da232.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3513b00f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bc6f7b10.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f08666a0.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\376f13fc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5d3b3a2b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f2b00d0a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\45ff4102.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\56ebf4af.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\609c83c8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b828c737.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8da447c7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4af2b3b0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c456ca53.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8c0e88fa.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7e0ea77a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\890e6bdd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\108cce6c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d33bf5f8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\fac08ada.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b4ecaf33.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\138fac2a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\43a64e48.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\82e50b2d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b5d21346.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\edebe1c4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\086c4bad.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\530a2438.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\216acb97.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\20b0687e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7f3e1ed4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0183df54.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cc2b1816.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\86394c49.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e9cdec95.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\76c51278.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\9405b784.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\89bd90b6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e55b9498.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b6eca37b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cc660fd4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\75145adb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\98d495b1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a909ceba.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e757707a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a7beb5d4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\6c5616b4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\03632f04.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\f1614c2a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7ad31598.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5e9dc91e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5c373c14.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\926e191d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\030eaa2e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\adef5ecb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\44b05836.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a84c4378.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\269c2d05.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a07f6e8d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\412d7f52.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ad328497.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2279c004.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d6a82588.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\764f343a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\35a7b35f.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b9f667a8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1dec750e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e72d1618.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d5103568.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4432d0d6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a5e98e1f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\564bce2a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b46722b1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7fbf1779.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a7932909.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a7119316.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\37a1d570.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\56aa5f71.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b7a5c61f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7e7252d0.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\b14f13d4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\75ee1e79.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e1f3bcb8.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0246a0f3.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0b451937.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\df0f9046.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0d2f4942.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3cafe051.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\efdf5193.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\1717b80b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\473c4f24.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\492a125f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\669bf49a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b92bb97f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ca8f6afb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\fe9c78de.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\316a21d1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1ae80549.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4620e2b4.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\cb6de429.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a1221210.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e7b24a66.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\135e5573.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\68cf7d65.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ee4d3168.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e7d70b6f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\93c4b74c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\74e84b78.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a8a3b4c3.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\5d84ee9d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7d3eabf6.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\048853a5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7b38fcd1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\47a54c63.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7d98f148.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6fed4efc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\67d2ed82.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3f58d164.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c8e5a97d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\198b6a0a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e76cc92e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c50fb4d0.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7f33d3eb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ab576aec.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\daf9d1c7.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ada91fd0.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d4180489.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\20a77c4e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c297a93c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8c5d0156.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d70e7cca.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\21fb43e2.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a4bff3e8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\834a84f1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3dc012c3.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0b5a68a3.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\46695d4a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8f77c654.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\17d46010.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0bf85454.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\6ebcda24.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\03ab1e24.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b76d875e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\df18d0a5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\0d231ba5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\e0b6527a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\246c75a9.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d0636a76.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2ef0dfe4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\21923dee.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\895d931b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\27d54c88.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7bfb2d87.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\afb020c0.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f0d4a7ff.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c30cbb5b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3de07340.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ff45dbc8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\153d257a.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\7196d295.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\763b4f24.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1656fc26.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2e8f9bdf.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\960ace2f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\76c2f05f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\45dc376f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2a4cee00.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\30c81d05.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\cd86fd4e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\687d0cd8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ddfdd7e1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\12432954.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\0c51e5ce.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a63ac169.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\976907c7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\8eef634c.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\1784bcf7.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\2af544bb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\92c7f221.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\aee5b299.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bd883bdb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\80e8fe9e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\efa9b542.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\52eeebd5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\48342837.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\92f83403.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\2e148cc5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7a050598.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e5b0a9d6.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\64e4d638.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\af45a756.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ce867652.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\60c984fe.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\92834a7e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\16f727a1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ffafc8e5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\010c8509.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\20a32a3c.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\57e02307.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a8bb2896.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\db09c1ed.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a0642f6d.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b7e954b8.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\036be5ac.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\a9a888a5.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b6056741.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\501b0c8e.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\37dddb11.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\130dfe10.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\95395dfb.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\4fb5f0eb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7d342924.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d86491fd.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\e5b127c1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7ba4c64e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bbfcf4eb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\4956d980.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f7116fc1.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\dcf5dc9a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\719ce682.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\8395d9b4.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\430393f1.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\6bd776e5.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\ed1f7a81.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\49737c40.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\d0d4122d.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\76caac2f.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\18f93a50.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\3c691d45.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\ca6494cc.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\591b0025.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\7b5bc22a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\34d1247b.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\d23be46e.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\30ae20cf.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\16804058.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\811f4495.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\f1220dc2.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\906e5786.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\89119463.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\a5a22445.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\aff79532.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5d833e07.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\776f0695.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b1b2ceb9.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\bd2293db.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c1bfdbe0.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\77e7b92a.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\b68913fb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\25e83ddb.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\20500275.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\c8cf1353.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\de67ba35.npy,WS
C:\Users\piotr\Python\rehabnet\dataset\1e12a7cc.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\43f0fe67.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\c091abea.npy,IDLE
C:\Users\piotr\Python\rehabnet\dataset\5643668d.npy,IDLE
